scheme_code,scheme_name,aum_cr
140172,Edelweiss Large & Mid Cap Fund,3722.94
111940,Edelweiss Large Cap Fund,1116.23
111938,Edelweiss Large Cap Fund - Plan B,0.44
111939,Edelweiss Large Cap Fund - Plan C,0.35
111935,Edelweiss Large Cap Fund -Plan B,0.51
111937,Edelweiss Large Cap Fund -Plan C,0.08
140173,Edelweiss Large and Mid Cap Fund,62.64
140189,Edelweiss Liquid Fund,571.08
140176,Edelweiss Liquid Fund - Retail Plan,0.13
140178,Edelweiss Liquid Fund - Retail Plan - Weekly,0.06
140180,Edelweiss Liquid Fund - Retail Plan Monthly,0.01
153419,Edelweiss Low Duration Fund,200.98
148558,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,2.19
148557,Edelweiss MSCI India Domestic & World Healthcare 45 index Fund,99.15
140225,Edelweiss Mid Cap Fund,8862.42
140233,Edelweiss Money Market Fund,417.35
140230,Edelweiss Money Market Fund - Institutional Plan,2.14
151795,Edelweiss Multi Asset Allocation Fund,484.49
153779,Edelweiss Multi Asset Omni Fund of Fund,71.42
152095,Edelweiss Multi Cap Fund,2751.16
149341,Edelweiss NIFTY Large Midcap 250 Index Fund,73.97
148794,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund,1.98
148797,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund,1094.72
149249,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund,417.74
149256,Edelweiss Nifty 100 Quality 30 Index Fund,32.34
149252,Edelweiss Nifty 50 Index Fund,17.92
152617,Edelweiss Nifty Alpha Low Volatility 30 Index Fund,93.72
152857,Edelweiss Nifty Bank ETF,4.7
153841,Edelweiss Nifty LargeMidcap 250 ETF,19.74
150900,Edelweiss Nifty Midcap150 Momentum 50 Index Fund,417.3
150897,Edelweiss Nifty Next 50 Index Fund,18.46
150894,Edelweiss Nifty Smallcap 250 Index Fund,21.29
152981,Edelweiss Nifty500 Multicap Momentum Quality 50 ETF,30.78
152988,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund,121.62
152985,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct,206.48
147556,Edelweiss Overnight Fund,51.65
149476,Edelweiss Overnight Fund - Unclaimed,2.47
149479,Edelweiss Overnight Fund - Unclaimed Redemption Plan - Above 3 years,2.34
149478,Edelweiss Overnight Fund - Unclaimed Redemption Plan - Upto 3 years,4.85
142384,Edelweiss Recently Listed IPO Fund,755.64
152212,Edelweiss Silver ETF,296.81
146193,Edelweiss Small Cap Fund,4141.52
152439,Edelweiss Technology Fund,619.69
148064,Edelweiss US Technology Equity Fund of Fund,1614.02
140273,Edelweiss US Value Equity Offshore Fund,111.42
106979,Franklin Asian Equity Fund,146.37
118559,Franklin Asian Equity Fund - Direct,119.64
112093,Franklin Build India Fund,2186.45
118557,Franklin Build India Fund - Direct,767.77
100524,Franklin INDIA OPPORTUNITIES FUND,213.51
118538,Franklin INDIA OPPORTUNITIES FUND - Direct,11.3
100550,Franklin India Aggressive Hybrid Fund,2058.37
118546,Franklin India Aggressive Hybrid Fund - Direct,206.43
153042,Franklin India Arbitrage Fund,329.03
153043,Franklin India Arbitrage Fund - Direct,103.35
150480,Franklin India Balanced Advantage Fund,2759.39
129006,Franklin India Banking & PSU Debt Fund,323.3
129008,Franklin India Banking & PSU Debt Fund - Direct,199.08
129007,Franklin India Banking and PSU Debt Fund,0.44
129009,Franklin India Banking and PSU Debt Fund - Direct,0.39
100948,Franklin India Conservative Hybrid Fund,155.78
118574,Franklin India Conservative Hybrid Fund - Direct,19.58
118575,Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly,1.45
118576,Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly,0.27
100949,Franklin India Conservative Hybrid Fund - Plan A - Monthly,8.86
100950,Franklin India Conservative Hybrid Fund - Plan A - Quarterly,17.73
100528,Franklin India Corporate Debt Fund,525.75
118569,Franklin India Corporate Debt Fund - Direct,581.55
100527,Franklin India Corporate Debt Fund - Plan A - Annual,3.56
118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual,0.63
118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly,0.13
118571,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly,0.42
118572,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly,0.4
100531,Franklin India Corporate Debt Fund - Plan B - Half yearly,0.76
100529,Franklin India Corporate Debt Fund - Plan B - Monthly,1.84
100530,Franklin India Corporate Debt Fund - Plan B - Quarterly,1.62
103679,Franklin India Dividend Yield Fund,2153.01
118527,Franklin India Dividend Yield Fund - Direct,215.96
118543,Franklin India Dynamic Asset Allocation Active Fund Of Funds - Direct,108.65
101656,Franklin India Dynamic Asset Allocation Active Fund of Funds,1159.68
101657,Franklin India Dynamic Asset Allocation Active Fund of funds,31.91
118542,Franklin India Dynamic Asset Allocation Active Fund of funds - Direct,2.77
100525,Franklin India ELSS Tax Saver Fund,5795.43
118540,Franklin India ELSS Tax Saver Fund - Direct,890.98
144468,Franklin India Equity Savings Fund,660.81
144462,Franklin India Equity Savings Fund - Direct,0.73
144465,Franklin India Equity Savings Fund - Direct - Monthly,0.53
144467,Franklin India Equity Savings Fund - Direct - Quarterly,0.48
144464,Franklin India Equity Savings Fund - Monthly,0.41
144463,Franklin India Equity Savings Fund - Quarterly,1.82
100520,Franklin India Flexi Cap Fund,15290.77
118535,Franklin India Flexi Cap Fund - Direct,3780.02
101048,Franklin India Floating Rate Fund,283.09
118508,Franklin India Floating Rate Fund - Direct,66.63
105817,Franklin India Focused Equity Fund,10164.89
118564,Franklin India Focused Equity Fund - Direct,2271.79
100493,Franklin India Government Securities Fund,115.39
118498,Franklin India Government Securities Fund - Direct,42.45
105067,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND,58.43
118581,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct,288.0
118580,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct,6.99
132987,Franklin India Income Plus Arbitrage Active Fund of Funds,67.82
132990,Franklin India Income Plus Arbitrage Active Fund of Funds - Direct,0.46
100484,Franklin India Index Fund- NSE Nifty 50 Index Fund,396.36
102883,Franklin India Large & Mid Cap Fund,3293.26
118510,Franklin India Large & Mid Cap Fund - Direct,285.26
118509,Franklin India Large & Mid cap Fund - Direct,25.51
100470,Franklin India Large Cap Fund,6715.8
118462,Franklin India Large Cap Fund - Direct,66.51
118531,Franklin India Large Cap Fund- Direct,1012.75
100541,Franklin India Liquid Fund,19.46
102443,Franklin India Liquid Fund - Institutional Plan - Daily,0.03
118577,Franklin India Liquid Fund - Super Institutional - Direct,2510.8
100546,Franklin India Liquid Fund - Super Institutional Plan,817.89
100547,Franklin India Liquid Fund - Super Institutional Plan - Daily,4.32
118578,Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily,1.15
118579,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly,2.27
100548,Franklin India Liquid Fund - Super Institutional Plan - Weekly,3.35
139890,Franklin India Liquid Fund - Unclaimed,0.03
139892,Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan,39.6
139891,Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan,27.02
139889,Franklin India Liquid Fund - Unclaimed Redemption Plan,0.01
153104,Franklin India Long Duration Fund,33.01
153102,Franklin India Long Duration Fund - Direct,2.66
153371,Franklin India Low Duration Fund,253.16
153368,Franklin India Low Duration Fund-Direct,107.78
152853,Franklin India Medium to Long Duration Fund,31.44
152852,Franklin India Medium to Long Duration Fund - Direct,0.18
152851,Franklin India Medium to Long Duration Fund - Direct Growth,21.61
100472,Franklin India Mid Cap Fund,10314.89
118533,Franklin India Mid Cap Fund - Direct,2219.7
101357,Franklin India Money Market Fund,965.37
152200,Franklin India Money Market Fund - DP - Wkly IDCW R,0.12
118506,Franklin India Money Market Fund - Direct,2898.38
122443,Franklin India Money Market Fund Retail Option - Daily,18.19
122444,Franklin India Money Market Fund Retail Option - Direct - Daily,0.14
129437,Franklin India Money Market Fund Retail Option - Direct - Monthly,0.82
118505,Franklin India Money Market Fund Retail Option - Direct - Quarterly,0.09
129436,Franklin India Money Market Fund Retail Option - Monthly,2.0
101356,Franklin India Money Market Fund Retail Option - Quarterly,6.99
152199,Franklin India Money Market Fund Wkly IDCW R,0.06
153733,Franklin India Multi Asset Allocation Fund,1302.69
153732,Franklin India Multi Asset Allocation Fund- Direct,35.45
152738,Franklin India Multi Cap Fund,4796.65
152739,Franklin India Multi Cap Fund - Direct,238.24
103151,Franklin India Opportunities Fund,6540.05
118539,Franklin India Opportunities Fund - Direct,760.86
147214,Franklin India Overnight Fund,169.16
147215,Franklin India Overnight Fund - Daily,0.09
147212,Franklin India Overnight Fund - Direct Daily,0.77
147211,Franklin India Overnight Fund - Direct Weekly,0.33
147216,Franklin India Overnight Fund - Weekly,0.13
149443,Franklin India Overnight Fund- Unclaimed,202.02
149445,Franklin India Overnight Fund- Unclaimed IDCW Investor Education Plan,22.06
149444,Franklin India Overnight Fund- Unclaimed Redemption Investor EducationPlan,10.81
149446,Franklin India Overnight Fund- Unclaimed Redemption Plan,63.65
147213,Franklin India Overnight fund,222.73
100536,Franklin India Retirement Fund,466.71
118548,Franklin India Retirement Fund - Direct,52.04
103361,Franklin India Small Cap Fund,10706.03
118525,Franklin India Small Cap Fund - Direct,3000.86
100521,Franklin India Technology Fund,1620.39
118537,Franklin India Technology Fund - Direct,285.41
152828,Franklin India Ultra Short Duration Fund,221.76
152825,Franklin India Ultra Short Duration Fund - Direct,78.65
116633,Franklin U.S. Opportunities Equity Active Fund of Funds,2623.61
118551,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct,1610.21
152764,GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,273.09
145605,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund),38.61
153744,Groww BSE Power ETF,12.44
153745,Groww BSE Power ETF FOF Direct Growth,5.79
153746,Groww BSE Power ETF FOF Direct IDCW,0.01
153748,Groww BSE Power ETF FOF Regular Growth,0.77
153747,Groww BSE Power ETF FOF Regular IDCW,0.1
152274,Groww Banking & Financial Services Fund,13.65
145590,Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund),1.24
141810,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund),34.94
153503,Groww Gilt Fund,10.46
153477,Groww Gilt Fund - Direct,27.44
152957,Groww Gold ETF,121.48
153006,Groww Gold ETF FOF,5.46
152980,Groww Gold ETF FOF - DIRECT,33.34
116547,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund),82.76
116548,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund),11.18
115991,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund),17.34
115994,Groww Liquid Fund (formerly known as Indiabulls Liquid) Fund,0.01
153821,Groww Multi Asset Allocation Fund Direct Growth,0.34
153852,Groww Multi Asset Allocation Fund Direct IDCW,0.01
153851,Groww Multi Asset Allocation Fund Regular Growth,2.6
153850,Groww Multi Asset Allocation Fund Regular IDCW,0.03
153100,Groww Multicap Fund,109.02
153034,Groww Multicap Fund - Direct,47.04
152891,Groww Nifty 1D Rate Liquid ETF,60.38
153329,Groww Nifty 200 ETF,13.68
153342,Groww Nifty 200 ETF FOF,0.77
153328,Groww Nifty 200 ETF FOF - Direct,4.23
153699,Groww Nifty 50 ETF,8.3
153704,Groww Nifty 50 Index Fund Direct Growth,7.8
153709,Groww Nifty 50 Index Fund Direct IDCW,0.01
153710,Groww Nifty 50 Index Fund Regular Growth,1.84
153711,Groww Nifty 50 Index Fund Regular IDCW,0.1
153583,Groww Nifty 500 Low Volatility 50 ETF,5.57
153452,Groww Nifty 500 Momentum 50 ETF,18.72
153455,Groww Nifty 500 Momentum 50 ETF FOF,1.72
152773,Groww Nifty EV & New Age Automotive ETF FOF,14.5
152845,Groww Nifty India Defence ETF,215.98
152927,Groww Nifty India Defence ETF FOF,14.59
152926,Groww Nifty India Defence ETF FOF - Direct,0.53
152925,Groww Nifty India Defence ETF FOF - Direct Growth,60.55
153625,Groww Nifty India Internet ETF,20.26
153633,Groww Nifty India Internet ETF FOF,1.67
153626,Groww Nifty India Internet ETF FOF - Direct,7.44
153229,Groww Nifty India Railways PSU ETF,71.68
153232,Groww Nifty India Railways PSU Index Fund,11.27
153785,Groww Nifty Next 50 ETF,2.83
153786,Groww Nifty Next 50 Index Fund Direct Growth,1.69
153797,Groww Nifty Next 50 Index Fund Direct IDCW,0.01
153798,Groww Nifty Next 50 Index Fund Regular Growth,0.45
153799,Groww Nifty Next 50 Index Fund Regular IDCW,0.06
152635,Groww Nifty Non-Cyclical Consumer Index Fund,6.19
152433,Groww Nifty Smallcap 250 Index Fund,6.16
152127,Groww Nifty Total Market Index Fund,11.58
147455,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund),2.6
123708,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund ),13.78
123710,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund),0.1
153524,Groww Silver ETF,42.58
153527,Groww Silver ETF FOF,3.04
153525,Groww Silver ETF FOF - Direct,13.35
135343,Groww Value Fund (formerly known as Indiabulls Value Fund),14.29
106796,HDFC ARBITRAGE FUND - Retail,2.43
106797,HDFC ARBITRAGE FUND - Retail Quarterly,1.51
106793,HDFC ARBITRAGE FUND - Wholesale,7949.63
129051,HDFC ARBITRAGE FUND - Wholesale Monthly,25.81
151376,HDFC BSE 500 ETF,18.0
151729,HDFC BSE 500 Index Fund,104.36
135854,HDFC BSE Sensex ETF,527.07
101281,HDFC BSE Sensex Index Fund,1881.85
100119,HDFC Balanced Advantage Fund,81655.34
148987,HDFC Banking & Financial Services Fund,2966.38
128628,HDFC Banking and PSU Debt Fund,2372.27
150803,HDFC Business Cycle Fund,2696.38
153518,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,118.99
153517,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct,328.8
151865,HDFC Charity Fund for Cancer Cure,23.61
100900,HDFC Childrens Fund,9357.58
113070,HDFC Corporate Bond Fund,8086.28
113071,HDFC Corporate Bond Fund - Quarterly,18.57
128053,HDFC Credit Risk Debt Fund,4496.35
128052,HDFC Credit Risk Debt Fund - Quarterly,18.07
151751,HDFC Defence Fund,5042.94
149181,HDFC Developed World Overseas Equity Passive FOF,498.69
153863,HDFC Diversified Equity All Cap Active FOF,18.82
148610,HDFC Dividend Yield Fund,4742.78
101872,HDFC Dynamic Debt Fund,467.34
101874,HDFC Dynamic Debt Fund - Half Yearly,0.89
133370,HDFC Dynamic Debt Fund - Normal,0.63
101873,HDFC Dynamic Debt Fund - Quarterly,6.45
101875,HDFC Dynamic Debt Fund - Yearly,0.79
101979,HDFC ELSS Tax saver,14083.46
101585,HDFC Equity Savings Fund,3970.6
150396,HDFC FMP 1158D July 2022,58.1
150399,HDFC FMP 1158D July 2022 - Quarterly,0.01
151224,HDFC FMP 1204D December,18.56
151222,HDFC FMP 1204D December - Quarterly,0.06
151564,HDFC FMP 1269D March 2023,37.9
151568,HDFC FMP 1269D March 2023 - Quarterly,0.12
150651,HDFC FMP 1359D September,34.91
150656,HDFC FMP 1359D September - Quarterly,0.01
150546,HDFC FMP 1406D August 2022,49.42
150551,HDFC FMP 1406D August 2022 - Quarterly,0.02
149922,HDFC FMP 1861D March 2022,26.3
149927,HDFC FMP 1861D March 2022 - Quarterly,0.01
150001,HDFC FMP 1876D March 2022,10.94
150005,HDFC FMP 1876D March 2022 - Quarterly,0.02
151465,HDFC FMP 2638D February 2023,0.51
151467,HDFC FMP 2638D February 2023 - Quarterly,0.01
101762,HDFC Flexi Cap Fund,57132.83
106841,HDFC Floating Rate Debt Fund,2491.14
106838,HDFC Floating Rate Debt Fund - Daily,39.57
106839,HDFC Floating Rate Debt Fund - Monthly,4.62
106840,HDFC Floating Rate Debt Fund - Weekly,12.13
102760,HDFC Focused Fund,14120.8
101083,HDFC Gilt Fund,1099.11
113049,HDFC Gold ETF,11444.43
115934,HDFC Gold ETF Fund of Fund,2646.12
141923,HDFC Housing Opportunities Fund,1134.89
102147,HDFC Hybrid Debt Fund,2773.89
102948,HDFC Hybrid Equity Fund,19081.92
153647,HDFC INNOVATION FUND,1772.23
100124,HDFC Income Fund,467.12
133366,HDFC Income Fund - Normal,1.27
100123,HDFC Income Fund - Quarterly,47.3
130533,HDFC Income Plus Arbitrage Active FOF,246.53
107524,HDFC Infrastructure Fund,1777.86
102000,HDFC Large Cap Fund,28747.96
130496,HDFC Large and Mid Cap Fund,22196.01
100868,HDFC Liquid Fund,16543.64
151314,HDFC Long Duration Debt Fund,1223.2
102452,HDFC Low Duration  Fund,8679.05
105548,HDFC Low Duration  Fund - Daily IDCW,102.37
105543,HDFC Low Duration  Fund - Monthly IDCW,17.23
102453,HDFC Low Duration  Fund - Weekly IDCW,53.73
151457,HDFC MNC Fund,522.58
152602,HDFC Manufacturing fund,10433.37
101989,HDFC Medium Term Debt Fund,2173.81
101990,HDFC Medium Term Debt Fund - Fornightly,4.69
105758,HDFC Mid Cap Fund,63549.22
101993,HDFC Money Market Fund,8612.12
101994,HDFC Money Market Fund - Daily,26.53
101995,HDFC Money Market Fund - Weekly,14.13
149366,HDFC Multi Cap Fund,15659.21
148901,HDFC Multi-Asset Active FOF,3708.81
103131,HDFC Multi-Asset Fund,4097.79
150476,HDFC NIFTY 100 ETF,35.45
149869,HDFC NIFTY 100 Index Fund,153.69
153403,HDFC NIFTY 1D RATE LIQUID ETF GROWTH,49.9
135853,HDFC NIFTY 50 ETF,4713.95
150619,HDFC NIFTY 50 VALUE 20 ETF,36.28
148461,HDFC NIFTY Bank ETF,2708.8
150621,HDFC NIFTY GROWTH SECTORS 15 ETF,22.68
150801,HDFC NIFTY IT ETF,50.8
152890,HDFC NIFTY LargeMidcap 250 Index Fund,460.86
151374,HDFC NIFTY Midcap 150 ETF,96.45
151725,HDFC NIFTY Midcap 150 Index Fund,99.76
150477,HDFC NIFTY NEXT 50 ETF,92.61
149287,HDFC NIFTY Next 50 Index Fund,444.02
152350,HDFC NIFTY PSU BANK ETF,27.08
150802,HDFC NIFTY Private Bank ETF,327.15
152522,HDFC NIFTY Reality Index Fund,54.14
151571,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund,11.17
151375,HDFC NIFTY Smallcap 250 ETF,1368.11
151726,HDFC NIFTY Smallcap 250 Index Fund,111.0
150658,HDFC NIFTY100 Low Volatility 30 ETF,15.6
152714,HDFC NIFTY100 Low Volatility 30 Index Fund,153.03
150620,HDFC NIFTY100 QUALITY 30 ETF,24.02
150657,HDFC NIFTY200 MOMENTUM 30 ETF,100.58
152429,HDFC NIFTY200 Momentum 30 Index Fund,318.05
149106,HDFC NIFTY50 Equal weight Index Fund,541.76
152779,HDFC NIFTY500 Multicap 50:25:25 index Fund,210.88
149871,HDFC Nifty 100 Equal Weight Index Fund,138.05
101525,HDFC Nifty 50 Index Fund,5110.32
151496,HDFC Nifty G-Sec Apr 2029 Index Fund,70.8
150844,HDFC Nifty G-Sec Dec 2026 Index Fund,243.86
150846,HDFC Nifty G-Sec July 2031 Index Fund,171.15
151180,HDFC Nifty G-Sec Jun 2027 Index Fund,234.08
151490,HDFC Nifty G-Sec Jun 2036 Index Fund,231.9
151182,HDFC Nifty G-Sec Sep 2032 Index Fund,162.4
153097,HDFC Nifty India Digital Index Fund,196.59
151455,HDFC Nifty SDL Oct 2026 Index Fund,71.81
153404,HDFC Nifty Top 20 Equal Weight Index Fund,37.73
153405,HDFC Nifty Top 20 Equal Weight Index Fund - Direct,41.29
153265,HDFC Nifty100 Quality 30 Index Fund,94.22
151803,HDFC Non-Cyclical Consumer Fund,830.89
101996,HDFC Overnight Fund,3123.43
152084,HDFC Pharma and Healthcare Fund,1267.92
136090,HDFC Retirement Savings Fund - Equity Plan,5381.64
136466,HDFC Retirement Savings Fund - Hybrid-Debt Plan,122.55
136463,HDFC Retirement Savings Fund - Hybrid-Equity Plan,1464.66
113047,HDFC Short Term  Debt Fund,5460.91
113048,HDFC Short Term  Debt Fund - Fortnightly,8.84
133368,HDFC Short Term  Debt Fund - Normal,7.84
150556,HDFC Silver ETF,1389.82
150736,HDFC Silver ETF Fund of Fund,365.33
130502,HDFC Small Cap Fund,24288.74
152058,HDFC Technology Fund,1087.68
151900,HDFC Transportation and Logistics Fund,1226.8
145040,HDFC Ultra Short Term Fund,5915.34
145041,HDFC Ultra Short Term Fund - Daily,19.46
145037,HDFC Ultra Short Term Fund - Monthly,22.18
145038,HDFC Ultra Short Term Fund - Weekly,1.58
101764,HDFC Value Fund,6122.58
129199,HSBC Aggressive Hybrid Active FOF,41.88
151124,HSBC Aggressive Hybrid Fund,5151.81
151125,HSBC Aggressive Hybrid Fund - Direct Annual IDCW,3.82
151122,HSBC Aggressive Hybrid Fund - Direct Growth,377.64
151123,HSBC Aggressive Hybrid Fund - Direct IDCW,19.29
151134,HSBC Arbitrage Fund,1465.84
151138,HSBC Arbitrage Fund - Direct Growth,957.16
151135,HSBC Arbitrage Fund - Direct Monthly IDCW,2.13
151136,HSBC Arbitrage Fund - Direct Quarterly IDCW,0.18
127073,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund,27.58
127070,HSBC Asia Pacific IDCW Yield Fund IDCW,0.29
151127,HSBC Balanced Advantage Fund,1465.57
151129,HSBC Balanced Advantage Fund - Direct Growth,93.14
151128,HSBC Balanced Advantage Fund - Direct IDCW,4.94
151102,HSBC Banking and PSU Debt Fund,663.01
151108,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,0.08
151107,HSBC Banking and PSU Debt Fund - Direct Growth,3934.45
151106,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,6.61
151109,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,0.01
120035,HSBC Brazil Fund,127.08
151144,HSBC Business Cycles Fund,1056.76
151142,HSBC Business Cycles Fund - Direct Growth,69.38
151145,HSBC Business Cycles Fund - Direct IDCW,2.85
149963,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,828.67
149966,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct,1059.44
149962,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW,0.04
151480,HSBC CRISIL IBX Gilt June 2027 Index Fund,187.0
151479,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct,12.96
102262,HSBC Conservative Hybrid Fund,135.65
120073,HSBC Conservative Hybrid Fund - Direct Growth,24.42
120074,HSBC Conservative Hybrid Fund - Direct Monthly IDCW,0.21
120075,HSBC Conservative Hybrid Fund - Direct Quarterly IDCW,0.1
152027,HSBC Consumption Fund,1564.95
152032,HSBC Consumption Fund - Direct Growth,85.12
152028,HSBC Consumption Fund - Direct IDCW,0.58
151001,HSBC Corporate Bond Fund,1565.49
151000,HSBC Corporate Bond Fund - Direct Annual IDCW,0.25
150996,HSBC Corporate Bond Fund - Direct Growth,4680.3
150998,HSBC Corporate Bond Fund - Direct Quarterly IDCW,2.02
150997,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,0.1
151046,HSBC Credit Risk Fund,494.19
151047,HSBC Credit Risk Fund - Direct Annual IDCW,0.13
151045,HSBC Credit Risk Fund - Direct Growth,116.3
151044,HSBC Credit Risk Fund - Direct IDCW,0.18
151089,HSBC Dynamic Bond Fund,122.09
151088,HSBC Dynamic Bond Fund - Direct Annual IDCW,0.04
151087,HSBC Dynamic Bond Fund - Direct Growth,51.4
151086,HSBC Dynamic Bond Fund - Direct Monthly IDCW,0.31
151076,HSBC ELSS Tax saver Fund,3660.89
151078,HSBC ELSS Tax saver Fund - Direct Growth,463.44
151079,HSBC ELSS Tax saver Fund - Direct IDCW Payout,22.54
151058,HSBC Equity Savings Fund,463.68
151060,HSBC Equity Savings Fund - Direct Growth,206.85
151061,HSBC Equity Savings Fund - Direct Monthly IDCW,1.18
151059,HSBC Equity Savings Fund - Direct Quarterly IDCW,0.27
153267,HSBC Financial Services Fund,682.58
153266,HSBC Financial Services Fund - Direct Growth,13.61
153269,HSBC Financial Services Fund - Direct IDCW,0.34
102252,HSBC Flexi Cap Fund,4665.93
120046,HSBC Flexi Cap Fund - Direct Growth,404.79
120045,HSBC Flexi Cap Fund - Direct IDCW,21.18
148409,HSBC Focused Fund,1586.08
148411,HSBC Focused Fund - Direct Growth,97.52
148412,HSBC Focused Fund - Direct IDCW,2.63
151013,HSBC Gilt Fund,185.48
151014,HSBC Gilt Fund - Direct Growth,67.85
151015,HSBC Gilt Fund - Direct Quarterly IDCW,0.35
120043,HSBC Global Emerging Market Fund,43.52
107988,HSBC Global Emerging Markets Fund,51.2
148735,HSBC Global Equity Climate Change Fund of Fund,48.53
148737,HSBC Global Equity Climate Change Fund of Fund - Direct,4.16
148736,HSBC Global Equity Climate Change Fund of Fund IDCW,1.3
129195,HSBC Income Plus Arbitrage Active FOF,593.26
129196,HSBC Income Plus Arbitrage Active FOF IDCW,0.93
152830,HSBC India Export Opportunities Fund,1568.55
152829,HSBC India Export Opportunities Fund - Direct Growth,107.93
152831,HSBC India Export Opportunities Fund - Direct IDCW,0.7
151037,HSBC Infrastructure Fund,1824.59
151040,HSBC Infrastructure Fund - Direct Growth,528.28
151039,HSBC Infrastructure Fund - Direct IDCW,14.1
146771,HSBC Large & Mid Cap Fund,3699.8
146772,HSBC Large & Mid Cap Fund - Direct Growth,668.86
146770,HSBC Large & Mid Cap Fund - Direct IDCW,8.88
101594,HSBC Large Cap Fund,1665.01
120030,HSBC Large Cap Fund - Direct Growth,188.0
120029,HSBC Large Cap Fund - Direct IDCW,5.83
120038,HSBC Liquid Fund,18621.29
120037,HSBC Liquid Fund - Direct Daily IDCW,0.93
120039,HSBC Liquid Fund - Direct Monthly IDCW,45.24
120040,HSBC Liquid Fund - Direct Weekly IDCW,0.91
118909,HSBC Liquid Fund - Institutional Daily IDCW,0.01
118908,HSBC Liquid Fund - Weekly IDCW,0.51
151119,HSBC Low Duration Fund,482.06
151118,HSBC Low Duration Fund - Direct Annual IDCW,0.06
151117,HSBC Low Duration Fund - Direct Growth,357.32
151116,HSBC Low Duration Fund - Direct Monthly IDCW,4.39
151151,HSBC Medium Duration Fund,522.62
151150,HSBC Medium Duration Fund - Direct Annual IDCW,0.14
151146,HSBC Medium Duration Fund - Direct Growth,234.73
151148,HSBC Medium Duration Fund - Direct IDCW,0.16
101685,HSBC Medium to Long Duration Fund,34.44
120059,HSBC Medium to Long Duration Fund - Direct Growth,13.37
151034,HSBC Midcap Fund,9516.36
151036,HSBC Midcap Fund - Direct Growth,2451.39
151035,HSBC Midcap Fund - Direct IDCW,24.99
151049,HSBC Money Market Fund,346.92
151055,HSBC Money Market Fund - Direct Daily IDCW,56.95
151054,HSBC Money Market Fund - Direct Growth,3998.41
151052,HSBC Money Market Fund - Direct Monthly IDCW,0.12
151053,HSBC Money Market Fund - Direct Weekly IDCW,0.29
129191,HSBC Multi Asset Active FOF,59.07
129192,HSBC Multi Asset Active FOF IDCW,3.77
152378,HSBC Multi Asset Allocation Fund,2132.74
152380,HSBC Multi Asset Allocation Fund - Direct,62.66
151289,HSBC Multi Cap Fund,4718.32
151290,HSBC Multi Cap Fund - Direct,292.66
151158,HSBC NIFTY 50 INDEX FUND,217.82
151157,HSBC NIFTY 50 INDEX FUND - Direct Growth,130.18
151156,HSBC NIFTY 50 INDEX FUND - Direct IDCW,1.55
151162,HSBC NIFTY NEXT 50 INDEX FUND,49.07
